Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,Dept,Class,Fine,Classpath,Product Name,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,ATTRIBUTE_LABEL_1,ATTRIBUTE_LABEL_2,ATTRIBUTE_LABEL_3,ATTRIBUTE_LABEL_4,ATTRIBUTE_LABEL_5,ATTRIBUTE_LABEL_6,ATTRIBUTE_LABEL_7,ATTRIBUTE_LABEL_8,ATTRIBUTE_LABEL_9,ATTRIBUTE_LABEL_10,ATTRIBUTE_VALUE_1,ATTRIBUTE_VALUE_2,ATTRIBUTE_VALUE_3,ATTRIBUTE_VALUE_4,ATTRIBUTE_VALUE_5,ATTRIBUTE_VALUE_6,ATTRIBUTE_VALUE_7,ATTRIBUTE_VALUE_8,ATTRIBUTE_VALUE_9,ATTRIBUTE_VALUE_10,ATTRIBUTE_UOM_1,ATTRIBUTE_UOM_2,ATTRIBUTE_UOM_3,ATTRIBUTE_UOM_4,ATTRIBUTE_UOM_5,ATTRIBUTE_UOM_6,ATTRIBUTE_UOM_7,ATTRIBUTE_UOM_8,ATTRIBUTE_UOM_9,ATTRIBUTE_UOM_10,_classification_confidence,_classification_method,_brand_resolution_method,_enriched,_enrichment_source,_source_tier,_exact_mpn_verified,_enrichment_error,_invoice_desc_ok,_mobile_desc_ok
49-94-1920,"49-94-1920 Milw 7""x1/8""x5/8"" DKO Masonry Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,49-94-1920,Tools & Equipment,Power Tools,Power Saw Blades,Tools & Equipment>Power Tools>Power Saw Blades>Diamond Saw Blades,Diamond Masonry Cut Off Disc,"Milwaukee Tool, Diamond Masonry Cut Off Disc, 49-94-1920, 4""",DIAMOND MASONRY CUT OFF DISC,"Milwaukee® 49-94-1920 Diamond Masonry Cut Off Disc, 4"", 5/8"", .040"", 15,300","Milwaukee® Diamond Masonry Cut Off Disc, Diameter 4"", Arbor 5/8"", Thickness .040"", Max RPM 15,300, Type 1","Diamond Masonry Cut Off Disc, 4"", 5/8"", .040""",Diameter,Thickness,Arbor,Max RPM,Type,,,,,,"4""",".040""","5/8""","15,300",1,,,,,,,,,,,,,,,,high,llm,direct_lookup,True,https://www.milwaukeetool.com/Products/49-94-1920,manufacturer,True,,True,True
49-94-1925,"49-94-1925 Milw 10""x1/8""x5/8"" Masonry Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,49-94-1925,Tools & Equipment,Power Tools,Power Saw Blades,Tools & Equipment>Power Tools>Power Saw Blades>Diamond Saw Blades,Masonry Cut Off Disc,"Milwaukee Tool, Masonry Cut Off Disc, 49-94-1925, 4"", 5/8"", .040""",MASONRY CUT OFF DISC,"Milwaukee® 49-94-1925 Masonry Cut Off Disc, 4"", 5/8"", .040"", 15,300","Milwaukee® Masonry Cut Off Disc, Diameter 4"", Arbor 5/8"", Thickness .040"", Max RPM 15,300, Type 1","Masonry Cut Off Disc, 4"", 5/8"", .040""",Diameter,Thickness,Arbor,Max RPM,Type,,,,,,"4""",".040""","5/8""","15,300",1,,,,,,,,,,,,,,,,high,llm,direct_lookup,True,https://www.milwaukeetool.com/Products/49-94-1925,manufacturer,True,,True,True
49-94-1935,"49-94-1935 Milw 12""x1/8""x1"" Masonry Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,49-94-1935,Tools & Equipment,Power Tools,Power Saw Blades,Tools & Equipment>Power Tools>Power Saw Blades>Diamond Saw Blades,Masonry Cut Off Disc,"Milwaukee Tool, Masonry Cut Off Disc, 49-94-1935, 4"", 5/8"", .040""",MASONRY CUT OFF DISC,"Milwaukee® 49-94-1935 Masonry Cut Off Disc, 4"", 5/8"", .040"", 15,300","Milwaukee® Masonry Cut Off Disc, Diameter 4"", Arbor 5/8"", Thickness .040"", Max RPM 15,300, Type 1","Masonry Cut Off Disc, 4"", 5/8"", .040""",Diameter,Thickness,Arbor,Max RPM,Type,,,,,,"4""",".040""","5/8""","15,300",1,,,,,,,,,,,,,,,,high,llm,direct_lookup,True,https://www.milwaukeetool.com/Products/49-94-1935,manufacturer,True,,True,True
49-94-1940,"49-94-1940 Milw 14""x1/8""x1"" Masonry Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,49-94-1940,Tools & Equipment,Power Tools,Power Saw Blades,Tools & Equipment>Power Tools>Power Saw Blades>Diamond Saw Blades,Masonry Cut Off Disc,"Milwaukee Tool, Masonry Cut Off Disc, 49-94-1940, 4"", 5/8"", .040""",MASONRY CUT OFF DISC,"Milwaukee® 49-94-1940 Masonry Cut Off Disc, 4"", 5/8"", .040"", 15,300","Milwaukee® Masonry Cut Off Disc, Diameter 4"", Arbor 5/8"", Thickness .040"", Max RPM 15,300, Type 1","Masonry Cut Off Disc, 4"", 5/8"", .040""",Diameter,Thickness,Arbor,Max RPM,Type,,,,,,"4""",".040""","5/8""","15,300",1,,,,,,,,,,,,,,,,high,llm,direct_lookup,True,https://www.milwaukeetool.com/Products/49-94-1940,manufacturer,True,,True,True
49-94-0501,"49-94-0501 Milw 4""x1/4""x5/8"" Metal Grinding Wheel",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,49-94-0501,Tools & Equipment,Power Tools,Power Saw Blades,Tools & Equipment>Power Tools>Power Saw Blades>Diamond Saw Blades,Metal Grinding Wheel,"Milwaukee Tool, Metal Grinding Wheel, 49-94-0501, 4"", 5/8"", .040""",METAL GRINDING WHEEL,"Milwaukee® 49-94-0501 Metal Grinding Wheel, 4"", 5/8"", .040"", 15,300","Milwaukee® Metal Grinding Wheel, Diameter 4"", Arbor 5/8"", Thickness .040"", Max RPM 15,300, Type 1","Metal Grinding Wheel, 4"", 5/8"", .040""",Diameter,Thickness,Arbor,Max RPM,Type,,,,,,"4""",".040""","5/8""","15,300",1,,,,,,,,,,,,,,,,medium,llm,direct_lookup,True,https://www.milwaukeetool.com/Products/49-94-0501,manufacturer,True,,True,True
49-94-0503,"49-94-0503 Milw 4-1/2""x1/4""x7/8"" Metal Grinding Wheel",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,49-94-0503,Tools & Equipment,Power Tools,Power Saw Blades,Tools & Equipment>Power Tools>Power Saw Blades>Diamond Saw Blades,Metal Grinding Wheel,"Milwaukee Tool, Metal Grinding Wheel, 49-94-0503, 4"", 5/8"", .040""",METAL GRINDING WHEEL,"Milwaukee® 49-94-0503 Metal Grinding Wheel, 4"", 5/8"", .040"", 15,300","Milwaukee® Metal Grinding Wheel, Diameter 4"", Arbor 5/8"", Thickness .040"", Max RPM 15,300, Type 1","Metal Grinding Wheel, 4"", 5/8"", .040""",Diameter,Thickness,Arbor,Max RPM,Type,,,,,,"4""",".040""","5/8""","15,300",1,,,,,,,,,,,,,,,,medium,llm,direct_lookup,True,https://www.milwaukeetool.com/Products/49-94-0503,manufacturer,True,,True,True
49-94-0523,"49-94-0523 Milw 6""x1/4""x7/8"" Metal Grinding Wheel",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,49-94-0523,Tools & Equipment,Power Tools,Power Saw Blades,Tools & Equipment>Power Tools>Power Saw Blades>Diamond Saw Blades,Metal Grinding Wheel,"Milwaukee Tool, Metal Grinding Wheel, 49-94-0523, 4"", 5/8"", .040""",METAL GRINDING WHEEL,"Milwaukee® 49-94-0523 Metal Grinding Wheel, 4"", 5/8"", .040"", 15,300","Milwaukee® Metal Grinding Wheel, Diameter 4"", Arbor 5/8"", Thickness .040"", Max RPM 15,300, Type 1","Metal Grinding Wheel, 4"", 5/8"", .040""",Diameter,Thickness,Arbor,Max RPM,Type,,,,,,"4""",".040""","5/8""","15,300",1,,,,,,,,,,,,,,,,medium,llm,direct_lookup,True,https://www.milwaukeetool.com/Products/49-94-0523,manufacturer,True,,True,True
49-94-1955,"49-94-1955 Milw 4-1/2""x1/4""x7/8"" Masonry Grinding Wheel",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,49-94-1955,Tools & Equipment,Power Tools,Power Saw Blades,Tools & Equipment>Power Tools>Power Saw Blades>Diamond Saw Blades,Diamond Grinding Wheel,"Milwaukee Tool, Diamond Grinding Wheel, 49-94-1955, 4"", 5/8""",DIAMOND GRINDING WHEEL,"Milwaukee® 49-94-1955 Diamond Grinding Wheel, 4"", 5/8"", .040"", 15,300","Milwaukee® Diamond Grinding Wheel, Diameter 4"", Arbor 5/8"", Thickness .040"", Max RPM 15,300, Type 1","Diamond Grinding Wheel, 4"", 5/8"", .040""",Diameter,Thickness,Arbor,Max RPM,Type,,,,,,"4""",".040""","5/8""","15,300",1,,,,,,,,,,,,,,,,high,llm,direct_lookup,True,https://www.milwaukeetool.com/Products/49-94-1955,manufacturer,True,,True,True
49-94-1965,"49-94-1965 Milw 7""x1/4""x7/8"" Masonry Grinding Wheel",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,49-94-1965,Tools & Equipment,Power Tools,Power Saw Blades,Tools & Equipment>Power Tools>Power Saw Blades>Diamond Saw Blades,Masonry Grinding Wheel,"Milwaukee Tool, Masonry Grinding Wheel, 49-94-1965, 4"", 5/8""",MASONRY GRINDING WHEEL,"Milwaukee® 49-94-1965 Masonry Grinding Wheel, 4"", 5/8"", .040"", 15,300","Milwaukee® Masonry Grinding Wheel, Diameter 4"", Arbor 5/8"", Thickness .040"", Max RPM 15,300, Type 1","Masonry Grinding Wheel, 4"", 5/8"", .040""",Diameter,Thickness,Arbor,Max RPM,Type,,,,,,"4""",".040""","5/8""","15,300",1,,,,,,,,,,,,,,,,high,llm,direct_lookup,True,https://www.milwaukeetool.com/Products/49-94-1965,manufacturer,True,,True,True
49-94-0513,"49-94-0513 Milw 5""x1/4""x7/8"" Metal Grinding Wheel",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,49-94-0513,Tools & Equipment,Power Tools,Power Saw Blades,Tools & Equipment>Power Tools>Power Saw Blades>Diamond Saw Blades,Metal Grinding Wheel,"Milwaukee Tool, Metal Grinding Wheel, 49-94-0513, 4"", 5/8"", .040""",METAL GRINDING WHEEL,"Milwaukee® 49-94-0513 Metal Grinding Wheel, 4"", 5/8"", .040"", 15,300","Milwaukee® Metal Grinding Wheel, Diameter 4"", Arbor 5/8"", Thickness .040"", Max RPM 15,300, Type 1","Metal Grinding Wheel, 4"", 5/8"", .040""",Diameter,Thickness,Arbor,Max RPM,Type,,,,,,"4""",".040""","5/8""","15,300",1,,,,,,,,,,,,,,,,medium,llm,direct_lookup,True,https://www.milwaukeetool.com/Products/49-94-0513,manufacturer,True,,True,True
49-94-0533,"49-94-0533 Milw 7""x1/4""x7/8"" Metal Grinding Wheel",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,49-94-0533,Tools & Equipment,Power Tools,Power Saw Blades,Tools & Equipment>Power Tools>Power Saw Blades>Circular Saw Blades,Metal Grinding Wheel,"Milwaukee Tool, Metal Grinding Wheel, 49-94-0533, 4"", 5/8"", .040""",METAL GRINDING WHEEL,"Milwaukee® 49-94-0533 Metal Grinding Wheel, 4"", 5/8"", .040"", 15,300","Milwaukee® Metal Grinding Wheel, Diameter 4"", Arbor 5/8"", Thickness .040"", Max RPM 15,300, Type 1","Metal Grinding Wheel, 4"", 5/8"", .040""",Diameter,Thickness,Arbor,Max RPM,Type,,,,,,"4""",".040""","5/8""","15,300",1,,,,,,,,,,,,,,,,low,llm,direct_lookup,True,https://www.milwaukeetool.com/Products/49-94-0533,manufacturer,True,,True,True
DFBLBLOMFN01G,DFBLBLOMFN01G Diablo 220 Grit - Flat Edge Sanding Sponge,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),"Freud America, Inc",DIABLO®,DFBLBLOMFN01G,Tools & Equipment,Power Tools,Oscillating Tools,Tools & Equipment>Power Tools>Oscillating Tools>Oscillating Tool Sandpaper & Sanding Pads,Flat Edge Sanding Sponge,"Freud America, Inc DIABLO, Flat Edge Sanding Sponge, DFBLBLOMFN01G",FLAT EDGE SANDING SPONGE,DIABLO® DFBLBLOMFN01G Flat Edge Sanding Sponge,DIABLO® Flat Edge Sanding Sponge,Flat Edge Sanding Sponge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,llm,direct_lookup,False,https://www.diablotools.com/products/dfblblomfn01g,manufacturer,,Scrape failed: Could not extract main content (page may need JS rendering),True,True
1700-1PK-BB40,3/4x60' Vinyl Elect Tape,-- Unbranded --,-- No Unilog Brand --,3M,3 M Co (5293),3M Company,3M,1700-1PK-BB40,Building Materials,House Wraps & Tapes,House Wraps,Building Materials>House Wraps & Tapes>House Wraps,Vinyl Electrical Tape,"3M Company, Vinyl Electrical Tape, Temflex™ 1700, 1700-1PK-BB40",VINYL ELECTRICAL TAPE - ¾ IN. X 60 FT.IN,"3M® Temflex™ 1700 1700-1PK-BB40 Vinyl Electrical Tape, -, ¾ In. X 60 Ft., 0.75"" (19.05mm), 1700-1PK-BB40","3M® Vinyl Electrical Tape, Temflex™ 1700, Color -, Standard Roll Size ¾ In. X 60 Ft., Width 0.75"" (19.05mm), Part Number 1700-1PK-BB40, Manufacturer 3M, Description VINYL ELECTRICAL TAPE 3/4""X60' 1, Quantity Available 10641 Pcs, Package / Case Bulk, Thickness 0.0070"" (7.0 Mils, 0.178mm), Temperature Range 176°F (80°C), Storage/Refrigeration Temperature 50°F ~ 81°F (10°C ~ 27°C), Shelf Life Start Date Of Manufacture, Additional Information: Shelf Life 60 Months, Series Temflex™ 1700, Package Bulk, Length 60 (18.3m) 20 yds, Backing, Carrier Vinyl, Adhesive -, Tape Type Electrical, Usage -, Thickness - Backing, Carrier -, Thickness - Adhesive -, Adhesion to Steel 22 oz/in (2,4 N/cm), Adhesion to Backing 22 oz/in (2,4 N/cm), Operating Temperature (UL 510) 80°C (176°F) °C, Operating Temperature (CSA 2.22) 80°C (176°F) °C, Breaking Strength 17 lbs/in (30 N/cm), Elongation 200%, Flammability (UL 510) Pass, Dielectric Strength (Standard Condition) >1000 V/mil (39.4kV/mm) V/mil, Dielectric Strength (After Humidity Condition) >90% of Standard, Insulation Resistance 106 Megohms, UL Listed Yes, CSA Certified Yes, RoHS Compliant Yes","Temflex™ 1700 Vinyl Electrical Tape, -, ¾ In. X 60 Ft., 0.75"" (19.05mm)",Part Number,Manufacturer,Description,Quantity Available,Package / Case,Width,Thickness,Temperature Range,Storage/Refrigeration Temperature,Shelf Life Start,1700-1PK-BB40,3M,"VINYL ELECTRICAL TAPE 3/4""X60' 1",10641 pcs,Bulk,"0.75"" (19.05mm)","0.0070"" (7.0 mils, 0.178mm)",176°F (80°C),50°F ~ 81°F (10°C ~ 27°C),Date of Manufacture,,,,,,,,,,,medium,llm,brand_hint,True,https://www.ariat-tech.com/parts/3m/1700-1PK-BB40,retailer,True,,True,True
ASH-40-40-04,1.5x1.5x13' Legacy Emseal Tape,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Emseal Joint Systems Ltd (EMSJO),Emseal Joint Systems Ltd,,ASH-40-40-04,Building Materials,House Wraps & Tapes,House Wraps,Building Materials>House Wraps & Tapes>House Wraps,Emseal Tape,"Emseal Joint Systems Ltd, Emseal Tape, ASH-40-40-04",EMSEAL TAPE,ASH-40-40-04 Emseal Tape,Emseal Tape,Emseal Tape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,llm,unknown,False,https://www.bestmaterials.com/SearchResult.aspx?Manufacturer=167,retailer,,"LLM HTTP-400: BadRequestError: Error code: 400 - {'error': {'message': 'Failed to parse tool call arguments as JSON', 'type': 'invalid_request_error', ",True,False
KDFM404KPS,KDFM404KPS Dishwasher SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,KDFM404KPS,Appliances & Consumer Electronics,Kitchen Appliances,Built-In Dishwashers,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,Dishwasher,"Whirlpool Corporation, Dishwasher, KDFM404KPS, 44 dBA, Built In",DISHWASHER 44DBA SST 16PLACESETTINGS,"Whirlpool® KDFM404KPS Dishwasher, 44 dBA, Built In, Front Control, Stainless Steel","Whirlpool® Dishwasher, Sound Level 44 dBA, Type Built In, Control Type Front Control, Finish Stainless Steel, Capacity 16 Place Settings, Dimensions (H X W X D) 33 5/8"" X 23 7/8"" X 24 1/2"", Height 33.625 In, Width 23.875 In, Depth 24.5 In, Controls Touchpad, Number Of Cycles 5, Cycles ProWash™, Normal, Express Wash, Rinse, Tough/Heavy, Additional Information: Features 4 Hour Delay, Extended Heat Dry, Heated Dry, Hi Temp Wash, Sani Rinse, Drying System Vent Dry with Heating Element, Delay Start N/A, Interior Material Stainless Steel","Dishwasher, 44 dBA, Built In, Front Control",Type,Control Type,Finish,Capacity,Dimensions (H x W x D),Height,Width,Depth,Sound Level,Controls,Built In,Front Control,Stainless Steel,16 Place Settings,"33 5/8"" x 23 7/8"" x 24 1/2""",33.625,23.875,24.5,44,Touchpad,,,,,,in,in,in,dBA,,high,rule,llm_inferred,True,https://alabamaapplianceoutlet.com/products/kdfm404kps-kitchenaid-16-place-360-max-jets-third-rack-dishwasher-50-wash-jets-44-dba-printshield%E2%84%A2-stainless,,,Stage2 rejected all candidates: scrape-fail:403 Client Error: Forbidden for url: htt; scrape-fail:403 Client Error: Forbidden for url: htt; scrape-fail:403 Client Error: Forbidden for url: htt,True,True
PDT715SYVFS,PDT715SYVFS Ge Dishwasher SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),GE Appliances (Haier),GE,PDT715SYVFS,Appliances & Consumer Electronics,Kitchen Appliances,Built-In Dishwashers,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,Dishwasher,"GE Appliances (Haier), Dishwasher, PDT715SYVFS, Kitchen Appliance",DISHWASHER,GE® PDT715SYVFS Dishwasher,GE® Dishwasher,Dishwasher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,llm_inferred,True,https://www.geappliances.com,retailer,False,,True,True
LDPH5554D,LDPH5554D LG Dishwasher BSS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),LG Electronics,LG,LDPH5554D,Appliances & Consumer Electronics,Kitchen Appliances,Built-In Dishwashers,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,Dishwasher,"LG Electronics, Dishwasher, LDPH5554D, full-size 24-inch, 24 in",DISHWASHER FULL-SIZE 24-INCHIN,"LG® LDPH5554D Dishwasher, Full-size 24-inch, 24 In, Full-size Built-in","LG® Dishwasher, Tub Size Full-size 24-inch, Width 24 In, Form Factor Full-size Built-in","Dishwasher, Full-size 24-inch, 24 In, Full-size Built-in",Width,Form Factor,Tub Size,,,,,,,,24,full-size built-in,full-size 24-inch,,,,,,,,in,,,,,,,,,,high,rule,llm_inferred,True,https://www.canadianappliance.ca/Reviews/LG_LDPH5554D_Dishwasher_LG_LDPH5554D.html,retailer,True,,True,True
KDTS424SBE,KDTS424SBE Kitchen Aid Dishwasher Bk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,KitchenAid®,KDTS424SBE,Appliances & Consumer Electronics,Kitchen Appliances,Built-In Dishwashers,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,Dishwasher,"Whirlpool Corporation KitchenAid, Dishwasher, KDTS424SBE, 5, Stainless Steel",DISHWASHER 5 SST BLK ORE JUNIPER BLK ORE,"KitchenAid® KDTS424SBE Dishwasher, 5, Stainless Steel, Black Ore, Juniper","KitchenAid® Dishwasher, Number Of Wash Cycles 5, Color Stainless Steel, Color Black Ore, Color Juniper, Finish PrintShield Finish Stainless Steel, Finish Black Ore, Finish Juniper, Noise Level 44 dBA, Capacity 7.25 Cu. Ft., Total Wash Jets 50+, Wash Arms 4, Third Rack Extra Glasses/Mugs Capacity 10 Cu Ft, Additional Information: Place Settings 14, Energy Star Certified Yes, Energy Star Version V7, Leak Identification System Yes, ProDry System Yes, ProDry Max Option Yes, Sani‑Rinse Bacteria Reduction 99.999 %, Self‑Cleaning Filtration Yes, Automatic Door Open Dry System Yes, Interior Material Stainless Steel, Width 24 in, Warranty 1 Year Parts and Labor, Energy Consumption 240 kWh per year, Energy Consumption (Least Energy Model) 200 kWh kW-hr, Energy Consumption (Most Energy Model) 307 kWh kW-hr, Estimated Yearly Energy Cost (Electric Water Heater) $34 $, Cost Range of Similar Models (Cost) $28 $43 $, Cost Range of Similar Models (Energy) 240 kWh kW-hr, Installation Type Built-in","Dishwasher, 5, Stainless Steel, Black Ore",Color,Color,Color,Finish,Finish,Finish,Noise Level,Capacity,Total Wash Jets,Wash Arms,Stainless Steel,Black Ore,Juniper,PrintShield Finish Stainless Steel,Black Ore,Juniper,44,7.25,50+,4,,,,,,,dBA,cu. ft.,,,high,rule,llm_inferred,True,https://www.homery.com/product/kitchenaid-kdts424sps,retailer,True,,True,True
KDTS324SPS,KDTS324SPS Kitchen Aid Dishwasher SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,KitchenAid®,KDTS324SPS,Appliances & Consumer Electronics,Kitchen Appliances,Built-In Dishwashers,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,Dishwasher,"Whirlpool Corporation KitchenAid, Dishwasher, KDTS324SPS, Kitchen Appliance",DISHWASHER,KitchenAid® KDTS324SPS Dishwasher,KitchenAid® Dishwasher,Dishwasher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,llm_inferred,False,https://www.appliancepalace.com/products/kitchenaid-kdts324sps.html,retailer,,"LLM HTTP-400: BadRequestError: Error code: 400 - {'error': {'message': 'Failed to parse tool call arguments as JSON', 'type': 'invalid_request_error', ",True,True
KDPS624SJP,KDPS624SJP Dishwasher Juniper - Display Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),,,KDPS624SJP,Appliances & Consumer Electronics,Kitchen Appliances,Built-In Dishwashers,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,Dishwasher,"Dishwasher, KDPS624SJP, Kitchen Appliance",DISHWASHER,KDPS624SJP Dishwasher,Dishwasher,Dishwasher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,unknown,False,,,,,True,False
KDTS624SBE,KDTS624SBE Dishwasher BO Display Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,KDTS624SBE,Appliances & Consumer Electronics,Kitchen Appliances,Built-In Dishwashers,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,Dishwasher,"Whirlpool Corporation, Dishwasher, KDTS624SBE, Black Ore, just under 24"" wide",DISHWASHER BLK ORE 41DBA,"Whirlpool® KDTS624SBE Dishwasher, Black Ore, Just Under 24"" Wide, 41 dBA, 15 Place Settings","Whirlpool® Dishwasher, Color Black Ore, Exterior Width Just Under 24"" Wide, Decibel Level 41 dBA, Capacity 15 Place Settings, Finish Matte Black Metallic, Interior Material Stainless Steel, Wash Cycles 5, Wash Arms 4, Total Wash Jets 40+, Energy Star Certified Yes, MAP Price $1,195, Out‑of‑Box Price $957.71, Additional Information: Typical cycle time 2.5 hr, Hot water supply temperature 120°F (49°C), Pre-wash detergent volume 8 cm³, Hard water threshold 15 grains per US gallon grains/US gallon, Rinse aid refill interval 1 to 3 months, NSF/ANSI certification Standard 184","Dishwasher, Black Ore, Just Under 24"" Wide, 41 dBA",Exterior Width,Decibel Level,Capacity,Color,Finish,Interior Material,Wash Cycles,Wash Arms,Total Wash Jets,Energy Star Certified,"just under 24"" wide",41,15 place settings,Black Ore,matte black metallic,Stainless steel,5,4,40+,Yes,,dBA,,,,,,,,,high,rule,llm_inferred,True,https://www.canadianappliance.ca/product/KitchenAid-Dishwasher/200079540,retailer,False,,True,True
D519127,D519127 Heater Kit,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,V & V Appliance Parts Inc (VVAPP),V & V Appliance Parts Inc,,D519127,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Heater Kit,"V & V Appliance Parts Inc, Heater Kit, D519127, Green, 12.40 x 10.55 x 9.29",HEATER KIT GREEN 5350W,"D519127 Heater Kit, Green, , 12.40 X 10.55 X 9.29, 2.54 Lb","Heater Kit, Color Green, Finish, Package Dimension 12.40 X 10.55 X 9.29, Weight 2.54 Lb, Power 5350 W","Heater Kit, Green, 12.40 X 10.55 X 9.29",Weight,Package Dimension,Power,Color,Finish,,,,,,2.54,12.40 x 10.55 x 9.29,5350,Green,,,,,,,lb,,W,,,,,,,,low,llm,unknown,True,https://www.reliableparts.com/spq-d519127.html,retailer,True,,True,True
DF7004WE,DF7004WE Speed Queen Elect Dryer Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Alliance Laundry Systems LLC,Speed Queen®,DF7004WE,Appliances & Consumer Electronics,Laundry Appliances,Electric Dryers,Appliances & Consumer Electronics>Laundry Appliances>Electric Dryers,Electric Dryer,"Alliance Laundry Systems LLC Speed Queen, Electric Dryer, DF7004WE",ELECTRIC DRYER,Speed Queen® DF7004WE Electric Dryer,Speed Queen® Electric Dryer,Electric Dryer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,llm_inferred,False,https://speedqueen.com/products/front-load-electric-dryers/df7004we?bvstate=pg%3A3%2Fct%3Aq,manufacturer,,"LLM HTTP-400: BadRequestError: Error code: 400 - {'error': {'message': 'Failed to parse tool call arguments as JSON', 'type': 'invalid_request_error', ",True,True
